Link,Conteudo,Classificação,codigo
https://www.jusbrasil.com.br/diarios/285511706/dou-secao-3-28-02-2020-pg-82," Espécie: Proc. 23072.035172/2019-74 - Contrato de Partilhamento de Titularidade que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e o Centro Federal de Educação Tecnológica de Minas Gerais - CEFETMG - CNPJ nº 17.220.203/0001-96. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Composições com atividade antioxidante e anticolinesterásica e uso"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 1020190061880 em 28/03/2019. Início da vigência: O contrato terá vigência de 120 (cento e vinte) meses, a partir da data da assinatura, em 21 de fevereiro de 2020. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Prof. Flávio Antônio dos Santos - Diretor Geral do CEFET-MG.</p>",Contrato Partilhamento de Titularidade,['BR 102019006188']
https://www.jusbrasil.com.br/diarios/266285006/dou-secao-3-11-10-2019-pg-73," Espécie: Proc. 23072.028564/2019-87 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 18/2019 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Universidade Federal de Viçosa - UFV -CNPJ nº 25.944.455/0001-96. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Processos de produção de nanoestruturas de carbono com propriedades ácidas e magnéticas, a partir do bio-óleo, produtos e uso"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 1020180762060, em 17/12/2018. Início da vigência: a partir da data da assinatura, em 09 de setembro de 2019 e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Prof. Demetrius David da Silva - Reitor da UFV.</p>",Contrato Partilhamento de Titularidade,['BR 102018076206']
https://www.jusbrasil.com.br/diarios/252106012/dou-secao-3-18-07-2019-pg-63," Espécie: Proc. 23072.062307/2018-93 - Contrato de Partilhamento de Titularidade que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, a Universidade Tecnológica Federal do Paraná - UTFPR - CNPJ nº 75.101.873/0001-90, e a Universidade Federal de Itajubá - UNIFEI - CNPJ nº 21.040.001/00001-30. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Processo de obtenção de liberadores de semioquímicos empregando hidróxidos lamelares trocadores aniônicos e produto obtido"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 10 2018 067901 5 em 05/09/2018. Início da vigência: a partir da data da assinatura, em 28 de junho de 2019 e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, Prof. Luiz Alberto Pilatti - Reitor da UTFPR, Prof. Dagoberto Alves de Almeida - Reitor da UNIFEI.</p>",Contrato Partilhamento de Titularidade,['BR 10 2018 067901 5']
https://www.jusbrasil.com.br/diarios/255017655/dou-secao-3-06-08-2019-pg-86," Espécie: Proc. 23072.002988/2019-11 - Contrato de Partilhamento de Titularidade que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, o Instituto Ânima Sociedade de Inovação, Pesquisa e Cultura -INSTITUTO ÂNIMA - CNPJ nº 07.749.605/0001-29, e a Fundação Oswaldo Cruz - FIOCRUZ -CNPJ nº 33.781.055/0001-35. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Mantas poliméricas híbridas compostas de policaprolactona e gelatina e processo de obtenção"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 1020170283747 em 28/12/2017. Início da</p>",Contrato Partilhamento de Titularidade,['BR 102017028374']
https://www.jusbrasil.com.br/diarios/243400106/dou-secao-3-24-05-2019-pg-101," Espécie: Proc. 23072.000495/2019-47 - Contrato de Partilhamento de Titularidade de tecnologia e outras avenças que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Moléculas estimuladoras do sistema imunológico para tratamento de dependência a drogas de abuso, processos de síntese, vacina antidroga e usos"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 10 2017 015955 8 em 25/07/2017. Início da vigência: a partir da data da assinatura, em 07 de março de 2019 e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Thiago Bernardo Borges - Diretor de Planejamento, Gestão e Finanças da FAPEMIG.</p>",Contrato Partilhamento de Titularidade,['BR 10 2017 015955 8']
https://www.jusbrasil.com.br/diarios/1160175572/dou-secao-3-08-12-2021-pg-86," Espécie: Proc. 23072.046821/2018-81- EDITAL Nº 01, DE 07 DE DEZEMBRO DE 2021. A Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG - CNPJ nº 21.949.888/0001-83, em atendimento ao Disposto no Art. <a class=""cite"" href=""https://www.jusbrasil.com.br/topicos/10936577/artigo-6-da-lei-n-10973-de-02-de-dezembro-de-2004"" rel=""10936577"" title=""Artigo 6 da Lei nº 10.973 de 02 de Dezembro de 2004"">6º</a> da Lei <a class=""cite"" href=""https://www.jusbrasil.com.br/legislacao/1033799/lei-da-inovacao-lei-10973-04"" rel=""10937399,15679993"" title=""Lei no 10.973, de 2 de dezembro de 2004."">10.973</a>/04 - <a class=""cite"" href=""https://www.jusbrasil.com.br/legislacao/1033799/lei-da-inovacao-lei-10973-04"" rel=""10937399"" title=""Lei no 10.973, de 2 de dezembro de 2004."">Lei de Inovacao</a>, tornam público o presente Edital de Oferta Tecnológica Pública para o Licenciamento, com exclusividade, no Brasil, dos direitos para uso, desenvolvimento, industrialização e comercialização da tecnologia consubstanciada no know how intitulado: Uso de linhagem não-toxigênica de bactéria para prevenção da infecção e/ou colonização por Clostridium difficile, registrado pela Coordenadoria de Transferência e Inovação Tecnológica em 06/08/2021 sob o número 202100007, mediante condições estipuladas no Edital e seus anexos. OBJETO DO CONTRATO: Licenciamento da tecnologia supra mencionada, de titularidade da UFMG e da FAPEMIG. ENTREGA DAS PROPOSTAS até 14 de janeiro de 2022 às 17h00min. Endereço: Coordenadoria de Transferência e Inovação Tecnológica - CTIT, na Avenida Antônio Carlos, nº 6.627, Unidade Administrativa II, 2º andar, sala 2011, Bairro Pampulha, Belo Horizonte, Minas Gerais, Brasil, CEP: 31.270-901. O Edital e seus Anexos poderão ser acessados na íntegra pela página eletrônica da UFMG/CTIT - www.ctit.ufmg.br. Mais esclarecimentos por escrito via e-mail info@ctit.ufmg.br.</p>",Oferta Tecnológica,[]
https://www.jusbrasil.com.br/diarios/127560890/dou-secao-3-07-10-2016-pg-87," A Pró-Reitoria de Pesquisa da Universidade Federal de Minas Gerais - UFMG, a Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG e a Fundação Ezequiel Dias - FUNED, em atendimento ao Disposto no Art. <a class=""cite"" href=""http://www.jusbrasil.com.br/topicos/10936577/artigo-6-da-lei-n-10973-de-02-de-dezembro-de-2004"" rel=""10936577"" title=""Artigo 6 da Lei nº 10.973 de 02 de Dezembro de 2004"">6º</a> da Lei <a class=""cite"" href=""http://www.jusbrasil.com.br/legislacao/97178/lei-da-inovacao-lei-10973-04"" rel=""10937399,15679993"" title=""Lei no 10.973, de 2 de dezembro de 2004."">10.973</a>/04 - <a class=""cite"" href=""http://www.jusbrasil.com.br/legislacao/97178/lei-da-inovacao-lei-10973-04"" rel=""10937399"" title=""Lei no 10.973, de 2 de dezembro de 2004."">Lei de Inovacao</a>, tornam público o presente Edital de Oferta Tecnológica Pública para o Licenciamento, com exclusividade, no Brasil e no exterior, dos direitos para uso, desenvolvimento, industrialização e comercialização da tecnologia consubstanciada no pedido de patente: PEPTÍDEO SINTÉTICO PNTX (19), COMPOSIÇÕES FARMACÊUTICAS E USO, depositada junto ao INPI em 13/08/2013 sob o número BR1020130205745, tendo sua proteção estendida em âmbito internacional através do depósito PCT/BR2013/000319, mediante condições estipuladas no Edital e seus anexos. OBJETO DO CONTRATO: Licenciamento da tecnologia supra mencionada, de titularidade da UFMG, da FAPEMIG e da FUNED. DESCRIÇAO SUCINTA da tecnologia: O presente pedido de patente de invenção refere-se a um peptídeo sintético de 19 aminoácidos, denominado PnTx (19), construído a partir da sequencia da toxina nativa PnTx2-6, da aranha Phoneutria nigriventer, a ser utilizada para aplicação da PnTx (19) no aumento do fluxo sanguíneo e no tratamento e/ou prevenção de doenças decorrentes desse aumento. ENTREGA DAS PROPOSTAS até 06 de novembro de 2016 às 17h00min. Endereço: Coordenadoria de Transferência e Inovação Tecnológica - CTIT, na Avenida Antônio Carlos, nº 6.627, Unidade Administrativa II, 2º andar, sala 2011, Bairro Pampulha, Belo Horizonte, Minas Gerais, Brasil, CEP: 31.270-901. O Edital e seus Anexos poderão ser acessados na íntegra pela página eletrônica da UFMG/CTIT -www.ctit.ufmg.br e da FUNED - www.funed.mg.gov.br. Maiores esclarecimentos via e-mail (info@ctit.ufmg.br).</p>",Oferta Tecnológica,['BR10201302057']
https://www.jusbrasil.com.br/diarios/128241842/doemg-executivo-14-10-2016-pg-46,"A Fundação de Amparo à Pesquisa do Estado de Minas Gerais – FAPEMIG, a universidade Federal de Minas Gerais – uFMG, por meio da Pró-Reitoria de Pesquisa/Coordenadoria de Transferência e Inovação Tecnológica – CTIT, a Fundação Ezequiel Dias – FuNED, comunicam aos interessados que realizará Abertura de Oferta Tecnológica Pública, na modalidade Maior Oferta Global, observadas as disposições da Lei nº <a class=""cite"" href=""https://www.jusbrasil.com.br/legislacao/1027021/lei-de-licitações-lei-8666-93"" rel=""11319991"" title=""Lei nº 8.666, de 21 de junho de 1993"">8.666</a>, de 21/06/93 e suas alterações, Lei nº <a class=""cite"" href=""https://www.jusbrasil.com.br/legislacao/222929/lei-10-72"" rel=""13348802,12496122,14571835,13988934"" title=""Lei nº 10, de 18 de setembro de 1972"">10</a> .973, de 02/12/2004 (alterada pela Lei nº <a class=""cite"" href=""https://www.jusbrasil.com.br/legislacao/150564/lei-13-75"" rel=""12496297,13348738,14008257,14016310"" title=""Lei nº 13, de 17 de dezembro de 1975."">13</a> .243/2016), Decreto nº <a class=""cite"" href=""https://www.jusbrasil.com.br/legislacao/96364/decreto-5563-05"" rel=""10899224,17199144"" title=""Decreto nº 5.563, de 11 de outubro de 2005."">5563</a>/2005 e às condições estipuladas nesta Oferta, para o Licenciamento, com exclusividade, no Brasil e no exterior, dos direitos para uso, desenvolvimento, industrialização e comercialização da tecnologia consubstanciada no pedido de patente: Peptídeo Sintético PNTx (19), Composições Farmacêuticas e uso, depositada junto ao INPI em 13/08/2013 sob o nº BR1020130205745, tendo sua proteção estendida em âmbito internacional por meio do depósito PCT/BR2013/000319, mediante condições estipuladas no Edital e seus anexos . Descrição Sucinta da Tecnologia: O presente pedido de patente de invenção refere-se a um peptídeo sintético de 19 aminoácidos, denominado PnTx (19), construído a partir da sequência da toxina nativa PnTx2-6, da aranha Phoneutria nigriventer, a ser utilizada para aplicação da PnTx (19) no aumento do fluxo sanguíneo e no tratamento e/ou prevenção de doenças decorrentes desse aumento . As propostas deverão ser protocoladas até às 17h00 (dezessete horas), do dia 06 de novembro de 2016, na Secretaria Administrativa da Coordenadoria de Transferência e Inovação Tecnológica – CTIT – unidade Administrativa II – 2º andar – sala 2011 – Campus Pampulha, Av. Antônio Carlos, nº 6 .627 – CEP: 31 .270-901 – Belo Horizonte/MG . O Edital e seus anexos poderão ser acessados na íntegra pela página eletrônica da uFMG/CTIT - www.ctit .ufmg .br e da FuNED -www.funed .mg .gov.br. Maiores esclarecimentos por escrito via e-mail (infor@ctit .ufmg .br) . Belo Horizonte, 07 de outubro de 2016 . Ass) Alexsander da Silva Rocha – Diretor de Planejamento, Gestão e Finanças da FAPEMIG, Prof . Ado Jorio de vasconcelos – Pró-Reitor de Pesquisa/uFMG e Dra . Carmem Lúcia Soares Gomes – vice-Presidente/ FuNED . Ass) Alexsander da Silva Rocha - Diretor de Planejamento, Gestão e Finanças</p>",Oferta Tecnológica,['BR10201302057']
https://www.jusbrasil.com.br/diarios/1172398577/dou-secao-3-16-03-2022-pg-65," Espécie: Proc. 23072.261531/2021-61 - Contrato de Licenciamento para exploração da criação consubstanciada de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, a Companhia de Desenvolvimento de Minas Gerais - CODEMGE - CNPJ nº 29.768.219/0001-17, o Serviço Nacional de Aprendizagem Industrial - SENAI CIMATEC - CNPJ nº 03.795.071/0013/50, e a Ivision Sistemas de Imagem e Visão SA - IVISION - CNPJ nº 05.883.246/0001-72, conjuntamente denominadas LICENCIANTES, e a FABNS Fábrica de Nanosoluções e Participações LTDA. - CNPJ nº 36.615.002/0001-32, doravante denominada LICENCIADA, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41. Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pelas Licenciantes à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada"" Sistema de Varredura por Sonda "", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020210245190, em 03/12/2021. Início da vigência: o presente instrumento terá vigência de 10 (dez) anos, a contar da data de sua assinatura, em 10 de março de 2022 . Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, os Srs. Mateus Ayer Quintela e Eduardo Zimmer Sampaio - representantes legais da CODEMGE, o Sr. Leone Peter Correia da Silva Andrade - Diretor da Tecnologia e Inovação e Reitor do Centro Universitário SENAI CIMATEC, os Srs. Luiz Fernando Etrusco Moreira e Antônio Otávio Fernandes - Representantes legais da IVISION, os Srs. Cassiano Rabelo e Silva e Hudson Luiz Silva de Miranda - Diretores da FABNS, o Prof. Jaime Arturo Ramírez -Presidente da FUNDEP.</p>",Licenciamento,['BR 102021024519']
https://www.jusbrasil.com.br/diarios/1172398577/dou-secao-3-16-03-2022-pg-65," Espécie: Proc. 23072.257282/2021-18 - Contrato de Licenciamento para exploração da criação consubstanciada de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Ivision Sistemas de Imagem e Visão SA - IVISION - CNPJ nº 05.883.246/0001-72, conjuntamente denominadas LICENCIANTES, e a FABNS Fábrica de Nanosoluções e Participações LTDA. - CNPJ nº 36.615.002/0001-32, doravante denominada LICENCIADA, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41.</p>Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pelas Licenciantes à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada"" Método e equipamento de posicionamento automático para microscopia por varredura de sonda e espectroscopia óptica in situ "", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020150112335, em 15/05/2015. Início da vigência: o presente instrumento terá vigência de 10 (dez) anos, a contar da data de sua assinatura, em 10 de março de 2022 . Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, os Srs. Luiz Fernando Etrusco Moreira e Antônio Otávio Fernandes - Representantes legais da IVISION, os Srs. Cassiano Rabelo e Silva e Hudson Luiz Silva de Miranda - Diretores da FABNS, o Prof. Jaime Arturo Ramírez - Presidente da FUNDEP.</p>",Licenciamento,['BR 102015011233']
https://www.jusbrasil.com.br/diarios/1172398577/dou-secao-3-16-03-2022-pg-65,"Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pelas Licenciantes à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada"" Método e equipamento de posicionamento automático para microscopia por varredura de sonda e espectroscopia óptica in situ "", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020150112335, em 15/05/2015. Início da vigência: o presente instrumento terá vigência de 10 (dez) anos, a contar da data de sua assinatura, em 10 de março de 2022 . Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, os Srs. Luiz Fernando Etrusco Moreira e Antônio Otávio Fernandes - Representantes legais da IVISION, os Srs. Cassiano Rabelo e Silva e Hudson Luiz Silva de Miranda - Diretores da FABNS, o Prof. Jaime Arturo Ramírez - Presidente da FUNDEP.</p>",Licenciamento,['BR 102015011233']
https://www.jusbrasil.com.br/diarios/1160175572/dou-secao-3-08-12-2021-pg-86," Espécie: Proc. 23072.237515/2020-77 - Contrato de Licenciamento para exploração da criação consubstanciada de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a ODONTO TECH Pesquisa e Inovação Ltda. - CNPJ nº 34.711.535/0001-92, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41. Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, com exclusividade, pela UFMG à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada"" Material híbrido nanoestruturado à base de oligômeros de nióbio, processo de obtenção e uso "", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020200163620, em 11/08/2020, tendo sua proteção estendida em âmbito internacional pelo PCT/IB2021/051685, decorrente do acordo de parceria firmado entre a UFMG e a ODONTO TECH PESQUISA , em 26/11/2019, com interveniência da FUNDEP. Início da vigência: o presente instrumento terá vigência de 15 (quinze) anos, a contar da data de sua assinatura, em 30 de novembro de 2021. Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, a Sra. Poliana Monique Tamietti e o Sr. Alessandro Bruno Antunes Carvalho - Representantes legais da ODONTO TECH Pesquisa e Inovação Ltda., o Prof. Jaime Arturo Ramírez - Presidente da FUNDEP.</p>",Licenciamento,['BR 102020016362']
https://www.jusbrasil.com.br/diarios/1167652021/dou-secao-3-14-02-2022-pg-91,"Espécie: Proc. 23072.237004/2021-36 - Contrato de Licenciamento para exploração da criação consubstanciada de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, o Sindicato das Indústrias do Mobiliário e de Artefatos de Madeira no Estado de Minas Gerais - SINDIMOV - CNPJ nº 17.434.911/0001-20, e a Empresa LP Lucena e Cia Comércio de Móveis Ltda. - CNPJ nº 09.016.174/0001-17, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41. Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pela UFMG à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada ""Processo de obtenção de produto de madeira granulada com acabamento superficial na cor preto fosco"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020190041102, em 27/02/2019. Início da vigência: o presente instrumento terá vigência de 15 (quinze) anos, a contar da data de sua assinatura, em 08 de fevereiro de 2022. Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Maurício de Souza Lima - Presidente do SINDIMOV, o Sr. Leonardo Pereira Lucena -Representante Legal da LP Lucena e Cia Comércio de Móveis Ltda., o Prof. Jaime Arturo Ramírez - Presidente da FUNDEP.</p>",Licenciamento,['BR 102019004110']
https://www.jusbrasil.com.br/diarios/1172886575/dou-secao-3-18-03-2022-pg-108," Espécie: Proc. 23072.257749/2021-11 - Contrato de Licenciamento para exploração das criações consubstanciadas de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, o Instituto Nacional de Metrologia, Qualidade e Tecnologia - INMETRO - CNPJ nº 00.662.270/0003-20, conjuntamente denominadas LICENCIANTES, e a FABNS Fábrica de Nanosoluçõese Participações Ltda. - CNPJ nº 36.615.002/0001-32, doravante denominada LICENCIADA, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41. Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pelas Licenciantes à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada ""Dispositivo metálico para microscopia por varredura por sonda e método de fabricação do mesmo"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020160291267, em 12/12/2016, e à Tecnologia intitulada ""dispositivo metálico para microscopia e espectroscopia óptica de campo próximo e método de fabricação do mesmo"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020150103522, em 07/05/2015. Início</p>",Licenciamento,"['BR 102016029126', 'BR 102015010352']"
https://www.jusbrasil.com.br/diarios/1172886575/dou-secao-3-18-03-2022-pg-108," Espécie: Proc. 23072.257746/2021-88 - Contrato de Licenciamento para exploração da criação consubstanciada de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, o Instituto Nacional de Metrologia, Qualidade e Tecnologia - INMETRO - CNPJ nº 00.662.270/0003-20, e a Ivision Sistemas de Imagem e Visão S.A. - IVISION - CNPJ nº 05.883.246/0001-72, conjuntamente denominadas LICENCIANTES, e a FABNS Fábrica de Nanosoluções e Participações Ltda. - CNPJ nº 36.615.002/0001-32, doravante denominada LICENCIADA, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41. Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pelas Licenciantes à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada ""Método de posicionamento automático para montagem de sondas para varredura e espectroscopia óptica in situ e dispositivo"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020170079171, em 17/04/2017. Início da vigência: o presente instrumento terá vigência de 10 (dez) anos, a contar da data de sua assinatura, em 10 de março de 2022 . Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Marcos Heleno Guerson de Oliveira Junior - Presidente do INMETRO, os Srs. Luiz Fernando Etrusco Moreira e Antônio Otávio Fernandes - Representantes legais da IVISION, os Srs. Cassiano Rabelo e Silva e Hudson Luiz Silva de Miranda - Diretores da FABNS, o Prof. Jaime Arturo Ramírez - Presidente da FUNDEP.</p>",Licenciamento,['BR 102017007917']
https://www.jusbrasil.com.br/diarios/1172886575/dou-secao-3-18-03-2022-pg-108," Espécie: Proc. 23072.257750/2021-46 - Contrato de Licenciamento para exploração das criações consubstanciadas de Tecnologia que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a FABNS Fábrica de Nanosoluções e Participações Ltda. - CNPJ nº 36.615.002/0001-32, doravante denominada LICENCIADA, com interveniência da Fundação de Desenvolvimento da Pesquisa - FUNDEP - CNPJ nº 18.720.938/0001-41. Objeto: Constitui objeto do presente Contrato de Licenciamento, a título oneroso, sem exclusividade, pela UFMG à Licenciada, dos direitos para uso, desenvolvimento, produção, exploração comercial, prestação de serviços ou obtenção de qualquer vantagem econômica relacionada à Tecnologia intitulada ""Dispositivo maciço encapado com nanocone de carbono para microscopia e espectroscopia por varredura de sonda"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número BR 1020120269732, em 22/10/2012, à Tecnologia intitulada ""Dispositivo vazado com extremidade unidimensional para microscopia e espectroscopia óptica de campo próximo"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número PI 11071850, em 29/12/2011, e à Tecnologia intitulada ""dispositivo de fibra óptica com elemento unidimensional para microscopia e espectroscopia óptica de campo próximo"", depositada junto ao Instituto Nacional de Propriedade Industrial - INPI, sob o número PI 11059729, em 29/12/2011. Início da vigência: o presente instrumento terá vigência de 10 (dez) anos, a contar da data de sua assinatura, em 10 de março de 2022 . Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, os Srs. Cassiano Rabelo e Silva e Hudson Luiz Silva de Miranda - Diretores da FABNS, o Prof. Jaime Arturo Ramírez - Presidente da FUNDEP.257750/2021-FACULDADE DE MEDICINA</p>",Licenciamento,"['BR 102012026973', 'PI 11071850', 'PI 11059729']"
